int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(t_avgs),mean(self.residue),self.anticipation_increase,self.setup_file,self.item_file
55,12,300,50,865,71.26,46.1666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
56,12,300,50,877,78.98,103.833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
57,12,300,50,880,82.82,86.2083333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
58,12,300,50,1190,122.5,78.4583333333333,0.333333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
59,12,300,50,881,78.14,85.9583333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
60,12,20000,50,734,59.32,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
61,12,20000,50,754,62.78,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
62,12,20000,50,831,61.96,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
63,12,20000,50,779,62.08,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
64,12,20000,50,815,73.24,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
65,12,20000,50,794,77.9,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
66,12,20000,50,746,61.24,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
67,12,20000,50,833,65.74,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
68,12,20000,50,761,61.1,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
69,12,20000,50,787,61.48,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
70,12,20000,50,739,60.54,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
71,12,20000,50,870,63.5,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
72,12,100,100,2017,110.87,55.8948765082956,0.216666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
73,12,100,100,1969,99.95,55.2692499221911,0.232456140350877,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
74,12,100,100,2397,142.72,57.8836289559684,0.354166666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
75,12,100,100,2615,145.01,53.9445329520697,0.416666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
76,12,100,100,2317,113.76,53.3748607630187,0.268115942028985,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
77,12,100,100,1973,100.74,50.8384609399315,0.201754385964912,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
78,12,100,100,2432,155.22,56.3178813833226,0.493055555555556,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
79,12,100,100,2095,113.38,55.8988269087437,0.226190476190476,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
80,12,100,100,2253,142.63,55.6526879982762,0.409090909090909,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
81,12,100,100,2295,115.24,52.0669246646027,0.293478260869565,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
82,12,100,100,2406,124.61,58.2550343894868,0.347222222222222,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
83,12,100,100,2089,107.05,59.5375024689363,0.345238095238095,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
84,12,150,100,2278,148.45,86.5571007696008,0.344444444444444,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
85,12,150,100,2225,130.31,54.6698232323232,0.232142857142857,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
86,12,150,100,2742,158.16,59.1767871017871,0.347222222222222,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
87,12,150,100,1863,95.1,60.5411616161616,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
88,12,150,100,1813,84.27,61.2636363636364,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
89,12,150,100,1703,83.64,49.3704545454546,0.007575757575758,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
90,12,150,100,1866,88.07,60.1228535353535,0.0625,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
91,12,150,100,1861,91.68,63.249537037037,0.041666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
92,12,150,100,1949,99.5,64.7811868686869,0.051282051282051,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
93,12,150,100,1970,96.31,62.9576599326599,0.153846153846154,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
94,12,150,100,2159,124.14,62.3592803030303,0.261904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
95,12,150,100,1889,93.46,59.6228535353535,0.069444444444445,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
96,12,200,100,1735,79.16,57.0833333333333,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
97,12,200,100,1692,81.18,62.6875,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
98,12,200,100,1817,90.36,81.4270833333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
99,12,200,100,1905,87.62,62.3738425925926,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
100,12,200,100,2133,90.02,71.2405092592593,0.033333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
101,12,200,100,1770,79.73,68.0416666666667,0.010416666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
102,12,200,100,2036,97.61,77.5509259259259,0.075,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
103,12,200,100,1790,90.22,72.5208333333333,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
104,12,200,100,2150,133.09,87.2672288359788,0.225,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
105,12,200,100,1626,73.77,48.1071428571429,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
106,12,200,100,1795,93.23,63.796130952381,0.009259259259259,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
107,12,200,100,1715,79.05,60.8020833333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
108,12,250,100,1728,85.3,70.1111111111111,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
109,12,250,100,1722,77.52,58.9305555555556,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
110,12,250,100,1918,84.83,70.2698412698413,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
111,12,250,100,1673,76.62,52.9027777777778,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
112,12,250,100,1711,79.75,72.3472222222222,0.013888888888889,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
113,12,250,100,1758,82.99,57.6666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
114,12,250,100,1591,71.43,60.6194444444444,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
115,12,250,100,1850,119.61,67.7738095238095,0.011904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
116,12,250,100,1742,90.2,72,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
117,12,250,100,1712,79.82,61.9027777777778,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
118,12,250,100,1690,87.17,58.2361111111111,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
119,12,250,100,1842,78.89,64.6190476190476,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
120,12,300,100,1590,72.17,59.6,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
121,12,300,100,1723,83.3,106.366666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
122,12,300,100,1709,80.76,74.7166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
123,12,300,100,1604,79.46,67.175,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
124,12,300,100,1681,73.48,54.15,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
125,12,300,100,1703,71.62,51.7333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
126,12,300,100,1777,86.21,102.616666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
127,12,300,100,1615,69.15,59.7083333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
128,12,300,100,1673,70.26,65.15,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
129,12,300,100,1716,78.28,65.25,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
130,12,300,100,1502,63.7,51.8541666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
131,12,300,100,1667,83.29,78.0333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
132,12,20000,100,1475,61.51,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
133,12,20000,100,1518,68.13,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
134,12,20000,100,1494,68.28,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
135,12,20000,100,1544,63.15,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
136,12,20000,100,1481,63.34,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
137,12,20000,100,1427,63.88,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
138,12,20000,100,1615,66.53,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
139,12,20000,100,1484,64.19,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
140,12,20000,100,1448,60.99,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
141,12,20000,100,1601,62.6,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
142,12,20000,100,1439,69.03,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
143,12,20000,100,1434,61.32,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
144,12,100,250,5405,111.676,55.2776156099991,0.425925925925926,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
145,12,100,250,5509,137.816,54.5794422833977,0.5,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
146,12,100,250,4756,100.008,49.6796059783581,0.282986111111111,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
147,12,100,250,5059,111.38,54.0738002331151,0.408496732026144,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
148,12,100,250,4778,104.424,53.2032847260671,0.388888888888889,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
149,12,100,250,5217,120.6,59.0246890952783,0.453525641025641,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
150,12,100,250,4794,103.416,54.7597572383757,0.420138888888889,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
151,12,100,250,5434,125.996,54.5875462972826,0.473765432098765,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
152,12,100,250,4556,98.132,49.2136398591068,0.326086956521739,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
153,12,100,250,5426,133.744,56.9044460033431,0.554012345679012,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
154,12,100,250,5558,132.588,54.3878413330742,0.488095238095238,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
155,12,100,250,5415,123.776,53.1949878938443,0.453703703703704,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
156,12,150,250,4699,102.188,64.4959404935072,0.145161290322581,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
157,12,150,250,4650,97.084,64.4443418171866,0.094086021505376,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
158,12,150,250,4643,93.556,60.9226258894362,0.07258064516129,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
159,12,150,250,4853,103.148,65.5266856527094,0.088541666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
160,12,150,250,4871,103.396,59.9419677066229,0.138020833333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
161,12,150,250,4105,84.796,56.1039886039886,0.030864197530864,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
162,12,150,250,4408,89.128,59.5777912707261,0.123563218390805,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
163,12,150,250,4460,89.904,61.4222318007663,0.051724137931035,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
164,12,150,250,5036,107.176,66.9117304059184,0.143939393939394,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
165,12,150,250,4793,102.956,57.874803815278,0.169270833333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
166,12,150,250,4950,114.632,60.2322431945989,0.080808080808081,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
167,12,150,250,4656,99.644,62.8107839552955,0.166666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
168,12,200,250,4217,87.612,54.1997807017544,0.011904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
169,12,200,250,4498,93.532,63.9974747474747,0.018939393939394,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
170,12,200,250,4350,87.376,62.5714285714286,0.011904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
171,12,200,250,4190,81.956,60.4260964912281,0.011904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
172,12,200,250,5001,119.424,79.5900072150072,0.103333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
173,12,200,250,4226,83.688,57.8111842105263,0.035714285714286,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
174,12,200,250,4394,93.88,74.8107142857143,0.018939393939394,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
175,12,200,250,4680,97.872,71.5488110922894,0.018115942028986,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
176,12,200,250,4291,86.396,60.6176587301587,0.011904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
177,12,200,250,4014,80.52,49.8464912280702,0.004166666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
178,12,200,250,4374,84.04,64.9896825396825,0.055555555555556,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
179,12,200,250,4414,92.088,71.7349206349207,0.007575757575758,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
180,12,250,250,4000,84.408,74.2222222222222,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
181,12,250,250,4623,86.876,70.6783428649237,0.041666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
182,12,250,250,3883,77.252,57.6888888888889,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
183,12,250,250,4186,84.328,63.6979166666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
184,12,250,250,4201,82.712,70.5958333333333,0.005208333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
185,12,250,250,4337,84.412,73.2573529411765,0.014705882352941,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
186,12,250,250,4194,86.372,77.9583333333333,0.010416666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
187,12,250,250,3909,79.444,65.3222222222222,0.005555555555556,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
188,12,250,250,4150,79.624,66.1395833333333,0.005208333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
189,12,250,250,4160,80.86,59.453125,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
190,12,250,250,4245,84.044,69.7975694444444,0.009803921568627,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
191,12,250,250,4241,87.008,58.7395833333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
192,12,300,250,4194,76.508,60.4038461538462,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
193,12,300,250,4132,73.812,55.474358974359,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
194,12,300,250,3992,76.616,61.1570512820513,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
195,12,300,250,4053,80.42,67.7435897435897,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
196,12,300,250,4092,83.092,75.9230769230769,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
197,12,300,250,4296,88.924,73.1634615384615,0.005952380952381,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
198,12,300,250,3955,77.456,61.133547008547,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
199,12,300,250,3918,77.92,53.5972222222222,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
200,12,300,250,3920,75.56,61.0208333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
201,12,300,250,3970,76.024,51.0144230769231,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
202,12,300,250,4052,82.132,64.2307692307692,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
203,12,300,250,4145,76.6,63.3397435897436,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
204,12,20000,250,3649,62.052,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
205,12,20000,250,3607,63.6,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
206,12,20000,250,3748,63.196,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
207,12,20000,250,3660,63.056,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
208,12,20000,250,3742,63.808,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
209,12,20000,250,3735,64.764,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
210,12,20000,250,3472,61.616,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
211,12,20000,250,3550,61.412,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
212,12,20000,250,3578,62.788,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
213,12,20000,250,3622,63.344,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
214,12,20000,250,3617,63.5,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
215,12,20000,250,3728,65.352,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
0,12,100,50,1229,140.16,58.5468253968254,0.368055555555555,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
1,12,100,50,1212,116.62,65.2893278018278,0.347222222222222,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
2,12,100,50,1127,106.88,51.6681878306878,0.204545454545454,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
3,12,100,50,1250,119.34,56.7296626984127,0.361111111111111,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
4,12,100,50,1133,110,53.03125,0.189393939393939,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
5,12,100,50,967,100.8,44.3839285714286,0.25,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
6,12,100,50,964,96.3,53.8043981481482,0.111111111111111,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
7,12,100,50,1021,118.8,50.8362103174603,0.4,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
8,12,100,50,1136,112.9,53.1488425925926,0.159090909090909,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
9,12,100,50,1228,130.24,50.928835978836,0.256944444444444,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
10,12,100,50,1015,101.56,47.6807208994709,0.158333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
11,12,100,50,1404,147.82,52.5423611111111,0.470238095238095,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
12,12,150,50,1175,109.06,86.2611111111111,0.107142857142857,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
13,12,150,50,979,84.52,62.8027777777778,0.041666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
14,12,150,50,889,80.3,57.2833333333333,0.033333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
